id,name,type
49032236,Number 81: Superdreadnought Rail Cannon Super Dora,XYZ Monster
49105782,"Hraesvelgr, the Desperate Doom Eagle",Link Monster
49121795,Heavy Armored Train Ironwolf,XYZ Monster
49161188,Gilti-Gearfried the Magical Steel Knight,Fusion Monster
49195710,Number C65: King Overfiend,XYZ Monster
49202162,Black Luster Soldier - Soldier of Chaos,Link Monster
49202331,CXyz Skypalace Babylon,XYZ Monster
49221191,Number C32: Shark Drake Veiss,XYZ Monster
49352945,Elemental HERO Storm Neos,Fusion Monster
49389523,Lightning Tricorn,Synchro Monster
49407319,Star Mine,Synchro Monster
49451215,Ukanomitsune-no-Onari,Link Monster
49456901,Number C104: Umbral Horror Masquerade,XYZ Monster
49513164,Invoked Raidjin,Fusion Monster
49565413,Chaos Beast,Synchro Monster
49597193,Gem-Knight Topaz,Fusion Monster
49678559,Number 102: Star Seraph Sentry,XYZ Monster
49689480,Madolche Queen Tiarafraise,XYZ Monster
49725936,Triple Burst Dragon,Link Monster
49816630,Gaiarmor Dragonshell,Synchro Monster
49820233,Performapal Gatlinghoul,Fusion Monster
49847524,Flame Administrator,Link Monster
49867899,Fiendsmith's Sequence,Link Monster
49868263,Ryu Senshi,Fusion Monster
50065971,Superheavy Samurai Stealth Ninja,Synchro Monster
50091196,Formula Synchron,Synchro Tuner Monster
50123605,Heavy Cavalry of the Indestructible Insects,Fusion Monster
50237654,The Dark Magicians,Fusion Monster
50260683,Number 36: Chronomaly Chateau Huyuk,XYZ Monster
50277355,Cross-Sheep,Link Monster
50278554,Scrap Twin Dragon,Synchro Monster
50282757,Evil HERO Infernal Sniper,Fusion Monster
50321796,"Brionac, Dragon of the Ice Barrier",Synchro Monster
50449881,Shark Fortress,XYZ Monster
50546029,G Golem Dignified Trilithon,Link Monster
50588353,Crystron Halqifibrax,Link Monster
50608164,Masked HERO Koga,Fusion Monster
50643638,"Chanbar, the Flashy Sportsknight",Synchro Monster
50669347,"Nephthys, the Sacred Preserver",Link Monster
50687050,Arktos XII - Chronochasm Vaylantz,Pendulum Effect Fusion Monster
50750868,T.G. Trident Launcher,Link Monster
50756327,"Crowley, the First Propheseer",Link Monster
50789693,Armored Kappa,XYZ Monster
50793215,Deep Sea Prima Donna,Synchro Tuner Monster
50855622,Ultra Beetrooper Absolute Hercules,Fusion Monster
50907446,El Shaddoll Apkallone,Fusion Monster
50954680,Crystal Wing Synchro Dragon,Synchro Monster
51011872,Trickstar Crimson Heart,Link Monster
51409648,Rindbrumm the Striking Dragon,Fusion Monster
51447164,T.G. Blade Blaster,Synchro Monster
51476410,Clock Lizard,Link Monster
51497409,D/D/D Stone King Darius,XYZ Monster
51543904,Number 99: Utopic Dragon,XYZ Monster
51570882,Greedy Venom Fusion Dragon,Fusion Monster
51735257,Number 50: Blackship of Corn,XYZ Monster
51777272,Lunalight Cat Dancer,Fusion Monster
51788412,Chaos Ancient Gear Giant,Fusion Monster
51822687,Expurrely Happiness,XYZ Monster
51828629,Giltia the D. Knight,Fusion Monster
51960178,Fairy Cheer Girl,XYZ Monster
52031567,Elemental HERO Mudballman,Fusion Monster
52119435,Geonator Transverser,Link Monster
52145422,Graydle Dragon,Synchro Monster
52323874,Raidraptor - Fiend Eagle,XYZ Monster
52331012,Tri-Brigade Rugal the Silver Sheller,Link Monster
52352005,XX-Saber Gottoms,Synchro Monster
52445243,Tri-Edge Master,Synchro Monster
52553102,Jurrac Astero,Synchro Monster
52558805,Temtempo the Percussion Djinn,XYZ Monster
52615248,Progleo,Link Monster
52639377,Underworld Fighter Balmung,Synchro Monster
52644170,Crossmind Archfiend,Synchro Monster
52645235,Epurrely Happiness,XYZ Monster
52653092,Number S0: Utopic ZEXAL,XYZ Monster
52687916,"Trishula, Dragon of the Ice Barrier",Synchro Monster
52698008,Cyberse Wicckid,Link Monster
52709508,Genex Ally Triforce,Synchro Monster
52711246,Shiranui Squiresaga,Synchro Monster
53054164,Joyous Melffys,XYZ Monster
53087962,Ursarctic Septentrion,Synchro Monster
53244294,Number 57: Tri-Head Dust Dragon,XYZ Monster
53262004,Odd-Eyes Vortex Dragon,Fusion Monster
53315891,Timaeus the Knight of Destiny,Fusion Monster
53325667,Garden Rose Maiden,Synchro Monster
53334641,Ghostrick Angel of Mischief,XYZ Monster
53389254,Assault Blackwing - Sohaya the Rain Storm,Synchro Monster
53413628,Code Talker,Link Monster
53451824,Mecha Phantom Beast Concoruda,Synchro Monster
53466722,First of the Dragonlords,Fusion Monster
53539634,Sanwitch,Fusion Monster
53589300,Nerva the Power Patron of Creation,Fusion Monster
53701457,Number 28: Titanic Moth,XYZ Monster
53714009,Flamvell Uruquizas,Synchro Monster
53776969,Scareclaw Light-Heart,Link Monster
53904087,"Rahamu, Envoy of the Sacred Tome",Link Monster
53950487,Battlewasp - Halberd the Charge,Synchro Monster
53971455,Despian Luluwalilith,Synchro Monster
53981499,Mighty Warrior,Synchro Monster
54048462,Fabled Valkyrus,Synchro Monster
54082269,Blackwing Full Armor Master,Synchro Monster
54178659,The Weather Painter Rainbow,Link Monster
54191698,Number 29: Mannequin Cat,XYZ Monster
54358015,Galaxy Stealth Dragon,XYZ Monster
54366836,Number 54: Lion Heart,XYZ Monster
54401832,Metalfoes Crimsonite,Fusion Monster
54498517,Gigantic Spright,XYZ Monster
54541900,Karbonala Warrior,Fusion Monster
54603525,Clear Wing Synchro Dragon of the Four Heavenly Dragons,Synchro Monster
54622031,Great Mammoth of Goldfine,Fusion Monster
54635100,Linkerbell,Link Monster
54701958,Lunalight Liger Dancer,Fusion Monster
54702678,"Barbaroid, the Ultimate Battle Machine",Fusion Monster
54719828,Number 16: Shock Master,XYZ Monster
54752875,Twin-Headed Thunder Dragon,Fusion Monster
54757758,Mudragon of the Swamp,Fusion Monster
54919528,"K9-ØØ ""Hound""",XYZ Monster
55067058,Number 19: Freezadon,XYZ Monster
55171412,Elemental HERO Aqua Neos,Fusion Monster
55285840,Time Thief Redoer,XYZ Monster
55470553,Number 98: Antitopian,XYZ Monster
55610199,Gem-Knight Lady Rose Diamond,Fusion Monster
55615891,Elemental HERO Wild Wingman,Fusion Monster
55727845,Number 96: Dark Mist,XYZ Monster
55863245,Tatsunoko,Synchro Tuner Monster
55888045,Number C106: Giant Red Hand,XYZ Monster
55935416,Number 56: Gold Rat,XYZ Monster
55990317,Hugin the Runick Wings,Fusion Monster
56051086,Number 43: Manipulator of Souls,XYZ Monster
56208713,Bacha the Melodious Maestra,Fusion Monster
56292140,Number 51: Finisher the Strong Arm,XYZ Monster
56311997,GMX - ALLOS,Fusion Monster
56337500,Cyberse Reminder,XYZ Monster
56410769,Ripple Bird,XYZ Monster
56413937,Warrior of Tradition,Fusion Monster
56532353,Neo Blue-Eyes Ultimate Dragon,Fusion Monster
56638325,Stellarknight Delteros,XYZ Monster
56655675,Ritual Beast Ulti-Gaiapelio,Fusion Monster
56733747,Elemental HERO Shining Neos Wingman,Fusion Monster
56741506,Sky Striker Ace - Azalea Temperance,Link Monster
56768355,Vylon Alpha,Synchro Monster
56818742,Transcendosaurus Exaraptor,Link Monster
56832966,Number S39: Utopia the Lightning,XYZ Monster
56840427,Number C39: Utopia Ray,XYZ Monster
56907389,Musician King,Fusion Monster
56910167,Superdreadnought Rail Cannon Gustav Max,XYZ Monster
57031794,Super Quantal Mech Beast Magnaliger,XYZ Monster
57043117,Giant Soldier of Steel,XYZ Monster
57134592,Salamangreat Raging Phoenix,Link Monster
57157964,Fossil Machine Skull Convoy,Fusion Monster
57282724,World Gears of Theurlogical Demiurgy,Link Monster
57288064,Shiranui Samuraisaga,Synchro Monster
57314798,Number 100: Numeron Dragon,XYZ Monster
57450198,Super Quantal Mech Beast Lusterrex,XYZ Monster
57477163,Frightfur Sheep,Fusion Monster
57566760,Uzuhime the Manifested Mikanko,XYZ Monster
57594700,Schuberta the Melodious Maestra,Fusion Monster
57707471,Number 21: Frozen Lady Justice,XYZ Monster
58004362,Xtra HERO Cross Crusader,Link Monster
58036229,Protectcode Talker,Link Monster
58058134,Slacker Magician,XYZ Monster
58069384,Cyber Dragon Nova,XYZ Monster
58071334,Snake-Eyes Doomed Dragon,Fusion Monster
58074177,Odd-Eyes Wing Dragon,Synchro Pendulum Effect Monster
58147549,Masked HERO Goka,Fusion Monster
58293343,Tyrant Burst Dragon,Fusion Monster
58332301,Evil HERO Dark Gaia,Fusion Monster
58468105,Dangerous Frightfur Nightmary,Fusion Monster
58481572,Masked HERO Dark Law,Fusion Monster
58504745,Brotherhood of the Fire Fist - Cardinal,XYZ Monster
58528964,Flame Ghost,Fusion Monster
58600555,Digital Bug Corebage,XYZ Monster
58601383,"Gaia Drake, the Universal Force",Fusion Monster
58672736,Dinowrestler Giga Spinosavate,Synchro Monster
58699500,"Cherubini, Ebon Angel of the Burning Abyss",Link Monster
58712976,Infernal Flame Vixen,XYZ Monster
58720904,Pendransaction,XYZ Monster
58811192,Ritual Beast Ulti-Kimunfalcos,Link Monster
58820923,Number 95: Galaxy-Eyes Dark Matter Dragon,XYZ Monster
58858807,Tellarknight Constellar Caduceus,XYZ Monster
58859575,VW-Tiger Catapult,Fusion Monster
58884063,Gold Pride - Nytro Blaster,Link Monster
58901502,Goyo Defender,Synchro Monster
58931850,Dragon Master Lords,XYZ Monster
59036972,Mavelus,Fusion Monster
59071624,Traptrix Allomerus,XYZ Monster
59120809,Scareclaw Tri-Heart,Link Monster
59123194,Enlightenment Paladin,Synchro Monster
59170782,Mermail Abysstrite,XYZ Monster
59208943,Time Thief Perpetua,XYZ Monster
59242457,Exosisters Magnifica,XYZ Monster
59255742,Goyo Emperor,Fusion Monster
59353647,Amazoness Pet Liger King,Fusion Monster
59400890,Dark Magician of Destruction,Fusion Monster
59479050,Number 71: Rebarian Shark,XYZ Monster
59531356,Fossil Warrior Skull Knight,Fusion Monster
59537380,Guardragon Agarpain,Link Monster
59627393,Number 105: Battlin' Boxer Star Cestus,XYZ Monster
59642500,Masked HERO Anki,Fusion Monster
59644128,Gouki Jet Ogre,Link Monster
59765225,Crystal Clear Wing Synchro Dragon,Synchro Monster
59771339,Junk Berserker,Synchro Monster
59822133,Blue-Eyes Spirit Dragon,Synchro Monster
59843383,Shiranui Sunsaga,Synchro Monster
59859086,Splash Mage,Link Monster
59893882,Evil HERO Inferno Wing - Backfire,Fusion Monster
59934749,"Isolde, Two Tales of the Noble Knights",Link Monster
59969392,Archfiend Zombie-Skull,Synchro Monster
60025883,"Duel Link Dragon, the Duel Dragon",Link Monster
60110982,Armityle the Chaos Phantasm - Phantom of Fury,Fusion Monster
60181553,Mira the Star-Bearer,XYZ Monster
60195675,Infinitrack Mountain Smasher,XYZ Monster
60237530,Dual Avatar Fists - Armored Ah-Gyo,Fusion Monster
60279710,Cyberse Enchanter,Link Monster
60292055,Elphase,Link Monster
60303245,Salamangreat Almiraj,Link Monster
60461804,Destiny HERO - Destroyer Phoenix Enforcer,Fusion Monster
60465049,Psychic End Punisher,Synchro Monster
60493189,Elemental HERO Plasma Vice,Fusion Monster
60516416,Possessed Destiny - Wynn,Fusion Monster
60517697,"Poseidra Abyss, the Atlantean Dragon Lord",XYZ Monster
60634565,Reptilianne Hydra,Synchro Monster
60645181,Heroic Champion - Excalibur,XYZ Monster
60800381,Junk Warrior,Synchro Monster
60992105,Blackfeather Darkrage Dragon,Synchro Monster
60992364,ZW - Leo Arms,XYZ Monster
61204971,Elemental HERO Thunder Giant,Fusion Monster
61245672,Decode Talker Heatsoul,Link Monster
61248471,Archfiend's Ascent,XYZ Monster
61272280,"Vahram, the Magistus Divinity Dragon",Synchro Monster
61307542,Paleozoic Anomalocaris,XYZ Monster
61344030,Starliege Paladynamo,XYZ Monster
61374414,CXyz N.As.Ch. Knight,XYZ Monster
61398234,Gate Guardian of Wind and Water,Fusion Monster
61399402,Light Dragon @Ignister,XYZ Monster
61470213,Altergeist Adminia,Link Monster
61641818,Virtual World Dragon - Longlong,XYZ Monster
61665245,Summon Sorceress,Link Monster
61668670,G Golem Crystal Heart,Link Monster
61728808,Heavymetalfoes Amalgam,Link Monster
61775475,Arms of Genex Return Zero,Synchro Monster
61888819,Steelswarm Origin,Link Monster
62000467,Gladiator Beast Dragases,Link Monster
62070231,Number 94: Crystalzero,XYZ Monster
62111090,Earth Golem @Ignister,Fusion Monster
62242678,Hot Red Dragon Archfiend King Calamity,Synchro Monster
62517849,Number 39: Utopia Double,XYZ Monster
62541668,Number 77: The Seven Sins,XYZ Monster
62560742,T.G. Recipro Dragonfly,Synchro Monster
62592805,Epurrely Noir,XYZ Monster
62624486,Masked HERO Dian,Fusion Monster
62709239,The Phantom Knights of Break Sword,XYZ Monster
62714453,Ursarctic Polar Star,Synchro Monster
62873545,Dragon Master Knight,Fusion Monster
62941499,Springans Ship - Exblowrer,XYZ Monster
62967433,Baromet the Sacred Sheep Shrub,XYZ Monster
63013339,Sky Striker Ace - Camellia,Link Monster
63101468,Masterflare Hyperion,Synchro Monster
63101919,Tempest Magician,Synchro Monster
63180841,Shooting Star Dragon T.G. EX,Synchro Monster
63261835,Cyber Slash Harpie Lady,Synchro Monster
63265554,Power Tool Braver Dragon,Synchro Monster
63288573,Sky Striker Ace - Kagari,Link Monster
63364266,Goyo Chaser,Synchro Monster
63410069,Desert Locusts,Synchro Tuner Monster
63422098,Giganticastle,Synchro Monster
63436931,Crimson Dragon,Synchro Monster
63465535,Underground Arachnid,Synchro Monster
63503850,Brute Enforcer,Link Monster
63504681,Number 86: Heroic Champion - Rhongomyniad,XYZ Monster
63519819,Thousand-Eyes Restrict,Fusion Monster
63533837,Cyberse Quantum Dragon,Synchro Monster
63612442,X-Saber Souza,Synchro Monster
63731062,White Aura Monoceros,Synchro Monster
63746411,Number 106: Giant Hand,XYZ Monster
63767246,Number 38: Hope Harbinger Dragon Titanic Galaxy,XYZ Monster
63813056,Xtra HERO Dread Decimator,Link Monster
64182380,"Garunix Eternity, Hyang of the Fire Kings",XYZ Monster
64193046,Superheavy Samurai Brave Masurawo,Synchro Monster
64211118,Firewall Dragon Darkfluid - Neo Tempest Terahertz,Link Monster
64245689,Meliae of the Trees,XYZ Monster
64276752,Arc Rebellion Xyz Dragon,XYZ Monster
64332231,Hieratic Sun Dragon Overlord of Heliopolis,XYZ Monster
64414267,Darktellarknight Batlamyus,XYZ Monster
64454614,Arcana Extra Joker,Link Monster
64463828,Superalloy Beast Raptinus,Fusion Monster
64514892,Fire Fighting Daruma Doll,Link Monster
64554883,Number 25: Force Focus,XYZ Monster
64599569,Chimeratech Overdragon,Fusion Monster
64626565,Dark Ceruvim Irisfil,XYZ Monster
64635042,Archfiend's Call,Synchro Monster
64655485,Elemental HERO Brave Neos,Fusion Monster
64689404,Sword Breaker,XYZ Monster
64804137,Trickstar Band Drumatis,Fusion Monster
64880894,Stardust Charge Warrior,Synchro Monster
64966519,Dispatchparazzi,Link Monster
65029288,Performapal Odd-Eyes Metal Claw,Fusion Monster
65170459,Mistar Boy,Link Monster
65172015,A-to-Z-Dragon Buster Cannon,Fusion Monster
65187687,Skeletal Dragon Felgrand,Synchro Monster
65285459,Sunavalon Dryanome,Link Monster
65301952,Alchemic Magician,XYZ Monster
65305468,Number F0: Utopic Future,XYZ Monster
65330383,Knightmare Gryphon,Link Monster
65398390,Infernoble Knight Captain Oliver,Synchro Monster
65400671,Crystron Halqifibrax Prism,Link Monster
65536818,"Denglong, First of the Yang Zing",Synchro Tuner Monster
65541655,Red Nova Dragon - Burning Soul,Synchro Monster
65563871,Sunvine Healer,Link Monster
65676461,Number 32: Shark Drake,XYZ Monster
65711558,Ancient Warriors Oath - Double Dragon Lords,Link Monster
65741786,I:P Masquerena,Link Monster
65749035,"Gungnir, Dragon of the Ice Barrier",Synchro Monster
65815684,Vicious Astraloud,Fusion Monster
65848113,DoomZ XIII Over - Graflareio,XYZ Monster
65884091,Evilswarm Thanatos,XYZ Monster
65892310,"Brionac, the Magical Ice Dragon",Synchro Monster
65892585,Gold Pride - Chariot Carrie,XYZ Monster
65910922,"Arionpos, Serpent of the Ghoti",Synchro Monster
65961304,Kewl Tune B2B,Synchro Tuner Monster
65961683,Jurrac Velphito,Synchro Monster
66011101,Number 60: Dugares the Timeless,XYZ Monster
66015185,Twin Triangle Dragon,Link Monster
66023650,"Folgo, Justice Fur Hire",Link Monster
66122213,Infernal Strike Fighter,Synchro Monster
66141736,Red Rising Dragon,Synchro Monster
66165755,Genex Ally Axel,Synchro Monster
66226132,Trackblack,Link Monster
66235877,Fiend Skull Dragon,Fusion Monster
66309175,Predaplant Ambulomelides,Fusion Monster
66384688,Majespecter Orthrus - Nue,Link Monster
66393507,X-Krawler Neurogos,Link Monster
66403530,Topologic Zeroboros,Link Monster
66452432,Borrelshroud Dragon,Link Monster
66506689,Tin Archduke,XYZ Monster
66523544,Superdimensional Robot Galaxy Destroyer,XYZ Monster
66532962,Magistus Chorozo,Fusion Monster
66547759,"Number 23: Lancelot, Dark Knight of the Underworld",XYZ Monster
66698383,Vermillion Dragon Mech,Synchro Monster
66736884,"Keel, Shipwright Fur Hire",Link Monster
66787942,Predaplant Bal Teah,Synchro Tuner Monster
66818682,Moon Dragon Quilla,Synchro Monster
66863374,Test Panther,Link Monster
66870733,"Yuki-Onna, the Ice Mayakashi",Link Monster
66889139,Gaia the Dragon Champion,Fusion Monster
66970002,Number C39: Utopia Ray V,XYZ Monster
66976526,"Karakuri Steel Shogun mdl 00X ""Bureido""",Synchro Monster
67021206,Hecahands Jauzah,Fusion Monster
67030233,Majestic Red Dragon,Synchro Monster
67073561,Baba Barber,Link Monster
67098114,"Loki, Lord of the Aesir",Synchro Monster
67098897,Cooky★Yummy Way,Synchro Tuner Monster
67173574,Number C102: Archfiend Seraph,XYZ Monster
67231737,Link Bumper,Link Monster
67288539,Borrelcode Dragon,Link Monster
67359907,"Disaster, Dragon Ruler of All Apocalypses",XYZ Monster
67508932,Timelord Progenitor Vorpgate,Synchro Monster
67515699,"K9-66X ""Jacks""",XYZ Monster
67556500,Phonon Pulse Dragon,Synchro Tuner Monster
67557908,Number 4: Stealth Kragen,XYZ Monster
67598234,"Gaia Saber, the Lightning Shadow",Link Monster
67630394,Full Armored Dark Knight Lancer,XYZ Monster
67647362,"Blackbeard, the Plunder Patroll Captain",Link Monster
67680512,Unchained Soul of Rage,Link Monster
67712104,Marincess Crystal Heart,Link Monster
67745632,Transcendosaurus Gigantozowler,Fusion Monster
67752972,Wattkyuki,Synchro Monster
67797569,Lavalval Salamander,Synchro Monster
67809530,The Crimson King,Synchro Monster
67865534,Magician of Hope,XYZ Pendulum Effect Monster
67904682,Dark Flattop,Synchro Monster
67926903,CXyz Barian Hope,XYZ Monster
67985943,Gem-Knight Citrine,Fusion Monster
68059897,Maliss <Q> Red Ransom,Link Monster
68084557,Power Tool Mecha Dragon,Synchro Monster
68124775,Orient Dragon,Synchro Monster
68231287,Jupiter the Power Patron of Destruction,XYZ Monster
68295149,Linkmail Archfiend,Link Monster
68300121,Magikey Spirit - Vepartu,XYZ Monster
68319538,Cosmic Fortress Gol'gar,Synchro Monster
68396121,Number C107: Neo Galaxy-Eyes Tachyon Dragon,XYZ Monster
68431965,Shooting Riser Dragon,Synchro Tuner Monster
68507541,Amazoness Pet Liger,Fusion Monster
68508433,Master Spirit Tech Force - Pendulum Ruler,Pendulum Effect Fusion Monster
68597372,Wind-Up Zenmaister,XYZ Monster
68618157,Bujinki Amaterasu,XYZ Monster
68679595,Ultimate Leo Utopia Ray,XYZ Monster
68745629,Elemental HERO Inferno,Fusion Monster
68836428,Tri-Edge Levia,XYZ Monster
68934651,Firewall Dragon Darkfluid,Link Monster
68987122,Borrelguard Dragon,Link Monster
68989420,T.G. Over Dragonar,Synchro Monster
69031175,Blackwing Armor Master,Synchro Monster
69058960,Number 13: Embodiment of Crime,XYZ Monster
69069911,Kachi Kochi Dragon,XYZ Monster
69073023,Infinitrack Fortress Megaclops,Link Monster
69121954,Dinowrestler Terra Parkourio,Link Monster
69170557,Number C40: Gimmick Puppet of Dark Strings,XYZ Monster
69176851,Miasma Necromancer,Link Monster
69191257,Jade Dragon Mech,Synchro Monster
69248256,Swordsoul Grandmaster - Chixiao,Synchro Monster
69385019,Mermail King - Neptabyss,Link Monster
69394324,Destiny HERO - Dominance,Fusion Monster
69453825,Gouki Dragon Ogre,Synchro Monster
69461394,Ally of Justice Field Marshal,Synchro Monster
69514125,Avenging Knight Parshath,Synchro Monster
69522668,Magikey Fiend - Transfurlmine,Synchro Monster
69601012,Berfomet the Mythical King of Phantom Beasts,Fusion Monster
69610924,Number 17: Leviathan Dragon,XYZ Monster
69655484,Performage Shadow Maker,XYZ Monster
69718652,Ritual Beast Ulti-Nochiudrago,Fusion Monster
69757518,Number C5: Chaos Chimera Dragon,XYZ Monster
69840739,Artifact Durendal,XYZ Monster
69946549,Predaplant Dragostapelia,Fusion Monster
70117791,Blazing Bombardment Beast,Fusion Monster
70219023,Coordius the Triphasic Dealmon,Fusion Monster
70252926,Fortune Lady Every,Synchro Monster
70369116,Predaplant Verte Anaconda,Link Monster
70514456,Ragnaraika Mantis Monk,Link Monster
70522875,Dragunity Lord - Georgius,Link Monster
70534340,Lubellion the Searing Dragon,Fusion Monster
70538272,Filia Regis,Fusion Monster
70576413,D/D/D First King Clovis,Synchro Monster
70583986,"Dewloren, Tiger King of the Ice Barrier",Synchro Monster
70597485,Materiactor Gigaboros,XYZ Monster
70634245,Legendary Lord Six Samurai - Enishi,Synchro Monster
70636044,"Varudras, the Final Bringer of the End Times",XYZ Monster
70659412,Psychic Omnibuster,Synchro Monster
70681994,Dragoness the Wicked Knight,Fusion Monster
70709488,Shinobi Insect Hagakuremino,Link Monster
70771599,Supreme King Dragon Clear Wing,Synchro Monster
70780151,Thought Ruler Archfiend,Synchro Monster
70875686,Prank-Kids Rip-Roarin-Roaster,Link Monster
70902743,Red Dragon Archfiend,Synchro Monster
70913714,Old Entity Hastorr,Synchro Monster
70980824,"Trishula, Zero Dragon of the Ice Barrier",Synchro Monster
71068247,Totem Bird,XYZ Monster
71095768,Bujinki Ahashima,Link Monster
71100270,Goblin's Crazy Beast,XYZ Monster
71101678,Earthbound Servant Geo Grasha,Fusion Monster
71159974,Magikey Dragon - Andrabime,Fusion Monster
71166481,Number 75: Bamboozling Gossip Shadow,XYZ Monster
71222868,Raidraptor - Rising Rebellion Falcon,XYZ Monster
71384012,Wee Witch's Apprentice,Link Monster
71398055,D/D/D/D Dimensional King Arc Crisis,Pendulum Effect Fusion Monster
71456737,Battlewasp - Sachi the Ceremonial Bow,Synchro Monster
71594310,Gem-Knight Pearl,XYZ Monster
71607202,Muckraker From the Underworld,Link Monster
71612253,D/D/D Marksman King Tell,XYZ Monster
71616908,Gem-Knight Amethyst,Fusion Monster
71628381,Multiple Piece Golem,Fusion Monster
71791814,Magical Musketeer Max,Link Monster
71818935,Moon of the Closed Heaven,Link Monster
71858682,Centur-Ion Auxila,Synchro Monster
71921856,Number 79: Battlin' Boxer Nova Kaiser,XYZ Monster
72006609,Mekk-Knight of the Morning Star,Link Monster
72064891,"Curse of Dragon, the Magical Knight Dragon",Fusion Monster
72167543,Downerd Magician,XYZ Monster
72218246,Crossrose Dragon,Link Monster
72228247,Crusadia Magius,Link Monster
72246674,Gladiator Beast Dareios,Link Monster
72272462,Despian Quaeritis,Fusion Monster
72309040,Ghoti of the Deep Beyond,Synchro Monster
72329844,Spright Sprind,Link Monster
72330894,"Simorgh, Bird of Sovereignty",Link Monster
72336818,Pentestag,Link Monster
72378329,Beast-Eyes Pendulum Dragon,Fusion Monster
72402069,D/D/D Super Doom King Bright Armageddon,Synchro Pendulum Effect Monster
72409226,Materiactor Exagard,XYZ Monster
72444406,Enigmaster Packbit,Synchro Monster
72529749,Topologic Trisbaena,Link Monster
72578374,Khaos Starsource Dragon,Fusion Monster
72664875,Crimson Nova Trinity the Dark Cubic Lord,Fusion Monster
72813401,Hi-Speedroid Rubber Band Shooter,Link Monster
72860663,Vampire Fascinator,Link Monster
72867001,"Commander Souza, Swordmaster",Synchro Monster
72869010,Soul Hunter,Fusion Monster
72896720,Infernity Doom Dragon,Synchro Monster
72924435,"Periallis, Empress of Blossoms",Synchro Monster
72926163,Elemental HERO Neos Knight,Fusion Monster
72959823,Panzer Dragon,Fusion Monster
72971064,Lyrilusc - Ensemblue Robin,XYZ Monster
73079836,Adamancipator Risen - Raptite,Synchro Monster
73082255,The Zombie Vampire,XYZ Monster
73104892,Maple Maiden,Synchro Monster
73121813,Tenyi Spirit - Mula Adhara,Synchro Monster
73167098,Aromalilith Magnolia,Fusion Monster
73218989,Black-Winged Assault Dragon,Synchro Monster
73285669,Gladiator Beast Essedarii,Fusion Monster
73289035,Bujintei Tsukuyomi,XYZ Monster
73309655,"Eria the Water Charmer, Gentle",Link Monster
73341839,Miniborrel Dragon,Link Monster
73345237,Benghalancer the Resurgent,Link Monster
73347079,Raidraptor - Force Strix,XYZ Monster
73391962,Azamina Mu Rcielago,Fusion Monster
73445448,Number 22: Zombiestein,XYZ Monster
73452089,Dark Cavalry,Fusion Monster
73483491,Vindikite R-Genex,Synchro Monster
73539069,Striker Dragon,Link Monster
73542331,Kashtira Shangri-Ira,XYZ Monster
73580471,Black Rose Dragon,Synchro Monster
73639099,Traptrix Sera,Link Monster
73659078,Snowdust Giant,XYZ Monster
73667937,Windwitch - Diamond Bell,Synchro Monster
73887236,Raidraptor - Rise Falcon,XYZ Monster
73898890,Dyna Mondo,Link Monster
73964868,Constellar Pleiades,XYZ Monster
74009824,El Shaddoll Wendigo,Fusion Monster
74139959,Cosmic Tree Irmistil,Link Monster
74157028,Cyber Twin Dragon,Fusion Monster
74163487,Restoration Point Guard,Link Monster
74168099,Brotherhood of the Fire Fist - Horse Prince,Synchro Monster
74294676,Evolzar Laggia,XYZ Monster
74371660,Mermail Abyssgaios,XYZ Monster
74393852,Zoodiac Boarbow,XYZ Monster
74405783,The Three Brave Swordsouls,Synchro Monster
74416224,Black Ray Lancer,XYZ Monster
74506079,Worm Zero,Fusion Monster
74567889,Dark Infant @Ignister,Link Monster
74583607,D/D/D Flame King Genghis,Fusion Monster
74586817,PSY-Framelord Omega,Synchro Monster
74593218,Heroic Champion - Kusanagi,XYZ Monster
74615388,"Laevatein, Generaider Boss of Shadows",XYZ Monster
74631897,Artmage Non-Finito,Fusion Monster
74659582,Sleipnir the Runick Mane,Fusion Monster
74665150,Decode Talker Integration,Link Monster
74689476,"Rilliona, the Wondrous Magistus Witch Wardrobe",XYZ Monster
74703140,Punished Eagle,Fusion Monster
74711057,Elemental HERO Terra Firma,Fusion Monster
74752631,Battle Shogun of the Six Samurai,Link Monster
74820316,"Enlilgirsu, the Orcust Mekk-Knight",Link Monster
74822425,El Shaddoll Shekhinaga,Fusion Monster
74860293,Junk Destroyer,Synchro Monster
74889525,Eldlich the Mad Golden Lord,Fusion Monster
74892653,Stardust Warrior,Synchro Monster
74936480,Dinomorphia Stealthbergia,Fusion Monster
74937659,Subterror Behemoth Fiendess,Link Monster
74974229,Alien Shocktrooper M-Frame,Link Monster
74997493,Saryuja Skull Dread,Link Monster
75083197,Dragonlark Pairen,XYZ Monster
75119040,Tindangle Acute Cerberus,Link Monster
75147529,Sky Striker Ace - Zeke,Link Monster
75191028,GMX - COMPREX,Fusion Monster
75215744,Gunkan Suship Ikura-class Dreadnought,XYZ Monster
75253697,Number 72: Shogi Rook,XYZ Monster
75286621,Invoked Mechaba,Fusion Monster
75326861,Dark Highlander,Synchro Monster
75352507,Ragnaraika Selene Snapper,Link Monster
75367227,Ghostrick Alucard,XYZ Monster
75380687,Amulet Dragon,Fusion Monster
75402014,Ultimate Dragonic Utopia Ray,XYZ Monster
75433814,Number 40: Gimmick Puppet of Strings,XYZ Monster
